,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
0,0.03657457112212951,0.032683729374878914,0.03112534741978035,0.029751170660049942,0.031600466858278914,0.02846778800830258,0.029454191672115684,0.02834245049279877,0.030386487959461313,0.031899849061678295,0.029273697686510572,0.01618385054839269,0.015602540393891676,0.02899238158326157,0.0264456224985665,0.035945012258282144,0.030731387960099426,0.024368624862643542,0.028806755751940444,0.02785569486608542,0.02533510094164044,0.023390893295202306,0.0220038377261525,0.02221356477832311,0.02123133520090974,0.018823836440526667,0.01850667545076039,0.01931063319070164,0.018574349876559187,0.0229582871692324
1,0.017283457910161656,0.018554141673355586,0.020229387327320165,0.019309161128890046,0.020920266813958678,0.02152516120038603,0.021565182332029573,0.021854474772077474,0.022352185707312594,0.021682361089375553,0.023398519596144633,0.025203057274707997,0.02616832882408283,0.026029722156840452,0.025138528413211136,0.027198386629320694,0.02411754693841513,0.025124591677244835,0.026311493701572066,0.026768752198911228,0.02781954179700605,0.030277848600687777,0.03255413861149251,0.032090649994368725,0.030999955229760463,0.03278671222232562,0.03476258986468851,0.03512905063332089,0.034036994844078614,0.035647945946108935
2,0.01494580566710988,0.014061867616021819,0.01606440518410946,0.0179691962985301,0.019014331929330906,0.017556047463818305,0.017762544837227612,0.019684331893244367,0.017723702574528422,0.020179358041301675,0.022803531370052824,0.022620778732937535,0.023080439863944393,0.025082918642400313,0.024870783705710928,0.025678422176874334,0.02839345407611086,0.029495788428112256,0.0319642519812262,0.03394298068802768,0.03398325970624134,0.03080130565314469,0.037725332646661926,0.036463120327423236,0.032412362493163524,0.032177001155477586,0.03543178173731588,0.034889533086025534,0.03457135000908955,0.03549014712399344
3,0.018016302013608855,0.018286174128493583,0.019176940545495534,0.02021469079922225,0.020534606089523486,0.022425198694626926,0.02168887891920949,0.022497857302945137,0.023456759812047364,0.02481663663705824,0.02403095491722942,0.026111311145212757,0.025443445280505517,0.025499855742462725,0.025495324706016193,0.026329401570762856,0.026116016001364303,0.02685809562735514,0.02734283840156694,0.02957501028087428,0.030009372661696187,0.03135507541748243,0.03333746478951664,0.03262759669753318,0.031859915650590855,0.03166982600574045,0.031101134404915028,0.03073622181573829,0.03024895244167014,0.02997827660869224
4,0.019668140554776354,0.020163182419723032,0.020484241859890187,0.02099546140533218,0.0214863912888027,0.02116691424329494,0.02235646296279398,0.022572593683540254,0.023206809222642885,0.023549474812661262,0.023439239075386215,0.024187406870157382,0.02437042858884653,0.024550788678742625,0.025311814123096965,0.025810022042796095,0.025677840808543986,0.025716028086256983,0.02661171963969095,0.027512037588447558,0.028017029739019806,0.0290930235339541,0.029778620003118348,0.03133806704753375,0.03207475401467053,0.03194685695126013,0.033180360071978346,0.03461321955084862,0.03333929676173392,0.03462190947961595
5,0.03814156934792843,0.03767118816680673,0.02700643427481032,0.02411450596415256,0.01922505106413512,0.02468891261510693,0.027475205788902158,0.022501320452771822,0.02259886876767659,0.02604855162436772,0.02030807291633997,0.02398578989462679,0.022380833343985142,0.02068080562938482,0.01796982239279185,0.020289410313025752,0.026144243825463303,0.026805997818998607,0.02744337020068393,0.025824342566715276,0.021163352140788395,0.027512396729050998,0.023428688312287362,0.023663177065280986,0.022754813160829918,0.02474775172900316,0.0299335303440709,0.033568112357048506,0.037967980065135236,0.04079603623698723
6,0.019859654545443868,0.019706369891136513,0.020345200243183426,0.021263548355231775,0.02129889032475746,0.020492054923112468,0.021206570036990682,0.02135629729505131,0.022074441003097127,0.023020188497459893,0.023519103117767764,0.023323536619893993,0.022657800944730844,0.024997383116408353,0.02658216403554967,0.02629155042593238,0.02661891500679518,0.026255769847250216,0.0276230378439772,0.02879986382560012,0.030061223564126927,0.030523572896760914,0.030139828947325694,0.031668784425967475,0.03229791304075532,0.032412941627208744,0.03245868492363614,0.03335339765741485,0.03325843835840434,0.0333730097681858
7,0.024578700726685415,0.024881442413688615,0.02504965127167248,0.025498825010543343,0.02560249351615219,0.025301477770887912,0.025173395262030166,0.024540849261280077,0.024140832335447168,0.024197573815616,0.024350920234290557,0.02455860194880877,0.024627563585397486,0.02443052350614324,0.024049787015888592,0.02435809808914636,0.024617486722513546,0.02466339242182248,0.025686385957169166,0.02663034689927788,0.027317967911043704,0.027968714031289223,0.028180671775258605,0.02872927032677123,0.02812643742233502,0.029169133366278407,0.030015999635036608,0.03019521063785145,0.030150145705227335,0.030048236533603563
8,0.013355441185147787,0.013528598512852371,0.014145539036401526,0.016137959948725192,0.016978862191806537,0.017603426037697417,0.018456305442091033,0.019858011416319207,0.02226217555374189,0.02355123412997394,0.02539823350864065,0.027104733966369116,0.028597540733157532,0.02408722862986954,0.02621306902992242,0.029095508506054666,0.029042984255116113,0.029865816132663377,0.029748619598985313,0.030651758375371676,0.02935935353803555,0.029693478560971962,0.031114378076089244,0.0316212254669993,0.0315377571249088,0.03494883233845376,0.036069303481743704,0.035549351099951755,0.0359049914017622,0.03535841782933287
9,0.01968909739280249,0.019537129162744724,0.020170473163711834,0.02108093438463657,0.02111597283694366,0.02049526262901503,0.02121353303405683,0.021367270564721316,0.022090191390049894,0.023041547205913133,0.02354631415061255,0.023356224573840432,0.02269544228247552,0.025035851864673934,0.026625222407006304,0.026332099417459755,0.026646379247345087,0.026290945421726827,0.027661238104295934,0.02882791834585821,0.030072138293170517,0.030552861400025617,0.030170192870509652,0.03171560775661215,0.032350042436519,0.0324708321338253,0.032515080462347426,0.03341762006943374,0.03331987020391003,0.03343684190291304
10,0.012251091271156103,0.012112913304238188,0.014709610473734936,0.014651668665770485,0.015148607758849006,0.01450424356530867,0.01806831966760177,0.018645140585553454,0.021035455072697416,0.025139002986410225,0.02718057918774278,0.024436114238629434,0.02899308038415142,0.030506353387926993,0.02966877262189152,0.029679071863516177,0.03053775604799458,0.030825729234249113,0.033267784043909364,0.03215888863186122,0.03245088614521842,0.03426930594407879,0.03477900404624837,0.032484368433510644,0.03184020541676563,0.03177754132511438,0.03257527730902585,0.032503981056127916,0.030256575705328224,0.030382806734545232
11,0.042454741051783026,0.03326647890326357,0.0412702364295873,0.04745023746683804,0.04258034793342755,0.024264985030414056,0.021207073490695463,0.018389672797899007,0.023152411443015445,0.019608839742626314,0.026789187366726922,0.030724531610926593,0.02874849623698916,0.025482671911750944,0.022464783405657964,0.023720031241808465,0.026348144913229683,0.02430173040725331,0.017830152284370675,0.024510358827818855,0.02450275534913473,0.021440092066274768,0.020314925267593136,0.019864878582683362,0.016211263453696546,0.019501393680738003,0.01981338015833713,0.024794237721744165,0.027803936310026086,0.028028160022846266
12,0.028152942445133878,0.027982824785112957,0.027644067965343713,0.029403426574388932,0.026195223464132434,0.02532081563464103,0.025280682867243224,0.025979721245250314,0.025250846427891244,0.023850296266054068,0.023122101211855817,0.0239892624088231,0.0234572549378551,0.023783542538200298,0.023958347710298474,0.025451257278424535,0.02578336946975553,0.025780523179655623,0.02672182567853203,0.027296694567525932,0.02681493634526979,0.027095151308761205,0.0280248433768882,0.027873097132373684,0.0260680964613128,0.026959518233033872,0.027645464087190392,0.027281238065144632,0.027551686642800697,0.027121076800263
13,0.02005055617780339,0.02069585191752352,0.021056209484047073,0.02212818609918758,0.022127991496381654,0.022977170854181682,0.024083319293101632,0.02525921486717803,0.02437094007198783,0.023161647408713133,0.023626784574921525,0.024326104476380637,0.024047576505941783,0.02325534341583848,0.023954599470985223,0.024763012168799902,0.024864727993946834,0.025057719346290367,0.02591120589086461,0.02671116026032622,0.02717191536352031,0.02773840802033526,0.02887770019007108,0.030508488979259864,0.03125903137011271,0.031371014549599716,0.033825348649637245,0.03538458342239075,0.03374191337418169,0.03453240941564683
14,0.028155674612956913,0.029539915488646352,0.027082305412121453,0.02924302464569171,0.032945254182081524,0.033660964621370366,0.03328556137716125,0.03455323905884478,0.03561106549081507,0.04158727340877637,0.027583615095490958,0.031210441190109225,0.03548200039271047,0.028536939373826186,0.029155374136344933,0.0280461352252855,0.0275979890510512,0.026072003605927315,0.017440946492131796,0.01575312846015087,0.016405712487840694,0.016130730315398745,0.010010444512060722,0.017212154332821857,0.025851148351463633,0.02526560352140259,0.02010983451793801,0.015782940970153942,0.023770869517080902,0.023757845261501268
15,0.01346563264021699,0.012425874525302328,0.013475397267657568,0.011386626522175184,0.011210887506174683,0.012292601792618993,0.013112450804016556,0.016093762921970112,0.015485734004226976,0.016813231446568315,0.017816224903204655,0.021168750312606406,0.02270034267737576,0.023205600750687963,0.02541931078813231,0.030016446750330692,0.03040133809535023,0.03192947980106046,0.03172415804491941,0.03492472491837514,0.03408493772587608,0.03347516569680893,0.03427666626357038,0.03362913489677564,0.03604437503924365,0.03603759566129477,0.0408527983018869,0.04321177057078916,0.04142447484574376,0.04873463963419657
